author;updated_at;like_count;text;video_id;public;Vermenschlichung;Leistung;Autonomie;Positiv;Neutral;Negativ
@wonderful189;2023-05-25T19:16:51Z;3;The dog is creepier than shit;fn3KWM1kuAw;True;0;0;0;0;0;0
@fatherofthewestern6607;2023-05-24T23:05:32Z;10;This would get you the death penalty in Dune;fn3KWM1kuAw;True;0;0;0;0;0;0
@vivdeibis;2023-05-24T17:19:51Z;14;More than two years and this is still my number 1 comfort video. I have never seen anything better than this. So in love ❤;fn3KWM1kuAw;True;0;0;0;0;0;0
@RafaelCardoso299;2023-05-24T14:21:30Z;2;This is so freaking awesome !;fn3KWM1kuAw;True;0;0;0;0;0;0
@SriSrinivasable;2023-05-24T11:13:43Z;1;Wow ❤😂🎉wow.;fn3KWM1kuAw;True;0;0;0;0;0;0
@jnkmal9519;2023-05-24T07:59:25Z;6;I get that dancing is a great way to demonstrate mobility, and it's great for PR, but something about dancing robots really pisses me off.;fn3KWM1kuAw;True;0;0;0;0;0;0
@MegaPankita;2023-05-23T18:55:19Z;13;Im scared, but also dancing;fn3KWM1kuAw;True;0;0;0;0;0;0
@gregr9292;2023-05-23T12:31:54Z;6;They must be capable of more than what's being shown here....where's their vicious side? Hmmm....will I someday be attacked by an appliance?....in my house?😊😊;fn3KWM1kuAw;True;0;0;0;0;0;0
@sixtynine999;2023-05-23T11:46:08Z;2;Dancing on a carpet of human skulls;fn3KWM1kuAw;True;0;0;0;0;0;0
@scottballard9149;2023-05-22T23:31:15Z;8;Dancing robots, AI, real lightsabers - we are well on our way to star wars being reality.;fn3KWM1kuAw;True;0;0;0;0;0;0
@bargolyr8660;2023-05-22T22:09:09Z;1;with each viewing, what amazes me the most is not the robotics, it's the human spirit, the way the human spirit gives life to forms that move ... the spirit human gives life to these heaps of scrap ...;fn3KWM1kuAw;True;0;0;0;0;0;0
@jamesurban4048;2023-05-22T18:31:18Z;2;ATLAS KNOWS TAI CHI? I've seen this video so many times and never caught that slow high kick.;fn3KWM1kuAw;True;0;0;0;0;0;0
@1941392;2023-05-22T16:55:39Z;2;"The Robots want to know……
Did you pay your taxes?
Did you park in the wrong spot?
Did you question the fraudulent election?
……you’ll have to come with us";fn3KWM1kuAw;True;0;0;0;0;0;0
@noreenebostick9593;2023-05-22T04:15:57Z;0;I typed dancing AI’s on YouTube and this video came up. I thought about having AI’s in my original, copyrighted music videos. It would amazing having AI’s do what I sing in my song titled Get On Up. Thanks for sharing this on YouTube. Thanks for reading my comments. Be on the lookout for AI’s dancing to my songs. I am 66 years and six days of age. Spread the news. Smiles;fn3KWM1kuAw;True;0;0;0;0;0;0
@hardikdoshi6061;2023-05-20T17:17:14Z;7;I am a human & I can't dance this good !;fn3KWM1kuAw;True;0;0;0;0;0;0
@sofyo2bib;2023-05-20T09:46:51Z;1;00:48;fn3KWM1kuAw;True;0;0;0;0;0;0
@adambradley4945;2023-05-20T00:05:38Z;3;"Is this real?
Has anyone seen these bots do this with their own eyes?
Im not saying it isnt possible or that this is a rouse but a mate of mine has questioned it.
Thought id ask the cyberverse.";fn3KWM1kuAw;True;0;0;0;0;0;0
@dianehopps8770;2023-05-19T21:27:37Z;4;Magnificent!❤;fn3KWM1kuAw;True;0;0;0;0;0;0
@astridfranke6733;2023-05-19T13:06:05Z;3;🎶Yes I loving you!🎶;fn3KWM1kuAw;True;0;0;0;0;0;0
@besiktasli9222;2023-05-19T06:58:27Z;0;Did you hear about the ' fellowmen, in the Quran. Never is het astray nor does he speaks;fn3KWM1kuAw;True;0;0;0;0;0;0
@126cardinal;2023-05-18T20:16:08Z;2;cgi;fn3KWM1kuAw;True;0;0;0;0;0;0
@rafaelmorodevens4564;2023-05-18T19:30:23Z;1;Lady Gaga could be the first singer with robots dancing in a music video. And the robots using some weird outfits. Would be awesome!;fn3KWM1kuAw;True;0;0;0;0;0;0
@fridonsfavoritepianopieces5761;2023-05-18T11:47:35Z;1;It is so funny that so many people take this quality Computer Generated Imagery for a real thing :DDDD;fn3KWM1kuAw;True;0;0;0;0;0;0
@yaosio;2023-05-18T05:26:28Z;1;What 2 years ago!?;fn3KWM1kuAw;True;0;0;0;0;0;0
@nara1805;2023-05-18T03:41:45Z;1;Angustiante, detestável.;fn3KWM1kuAw;True;0;0;0;0;0;0
@daxmax1681;2023-05-17T22:45:11Z;0;Propaganda video for AI! Machines understand art,  dancing and LOVE! BS! 🤖💩;fn3KWM1kuAw;True;0;0;0;0;0;0
@brianluong7717;2023-05-16T21:42:49Z;11;Imagine this robot intergrate with AI likes chat gpt.;fn3KWM1kuAw;True;0;0;0;0;0;0
@Jakedasnake486;2023-05-16T11:17:03Z;5;We do love you robot dog;fn3KWM1kuAw;True;0;0;0;0;0;0
@williamburroughs9686;2023-05-16T10:56:00Z;5;"At first it looked cute. But then I saw all of the more advanced moves. Such as the K-9 unit and it's neck and the humanoid one standing with one leg up in the air like a dance might. 
Just tell me that you are not going the way of, I robot. Haha.";fn3KWM1kuAw;True;0;0;0;0;0;0
@Abc-de5lq;2023-05-16T05:20:47Z;2;Beautiful ❤🎉❤;fn3KWM1kuAw;True;0;0;0;0;0;0
@ratuadilFF;2023-05-15T01:04:09Z;0;Najis;fn3KWM1kuAw;True;0;0;0;0;0;0
@patchoss;2023-05-14T14:01:20Z;4;Need so bad a version of this with Machine Create fron Venjent now;fn3KWM1kuAw;True;0;0;0;0;0;0
@bluzrok-Oleg;2023-05-13T20:40:08Z;1;"Этот ""парень""- танцует лучше меня..";fn3KWM1kuAw;True;0;0;0;0;0;0
@comptonxbeastjohn5505;2023-05-13T18:25:33Z;8;What da dog doing 😂😂;fn3KWM1kuAw;True;0;0;0;0;0;0
@womeesoxkwi2689;2023-05-13T05:42:18Z;5;Bro I swear why they have to dance on arena with what it seems like thicc ass glass and barriers. Like what? They could destroy something by dancing;fn3KWM1kuAw;True;0;0;0;0;0;0
@karmen9526;2023-05-12T22:40:32Z;4;this is incredible;fn3KWM1kuAw;True;0;0;0;0;0;0
@sarthak1705;2023-05-12T19:39:28Z;12;This is not scary. This is inspiring for me. This shows humans can make anything possible;fn3KWM1kuAw;True;0;0;0;0;0;0
@romashka1977;2023-05-12T09:10:48Z;2;Раз 20 уже посмотрела и никак не могу понять,это графика или на самом деле роботы отплясывают)))) Если это реально,то собачка просто супер!);fn3KWM1kuAw;True;0;0;0;0;0;0
@Shaqwukong;2023-05-12T01:43:07Z;11;this is so fucked 😱😭 destroy these things NOW;fn3KWM1kuAw;True;0;0;0;0;0;0
@Coco_bells;2023-05-11T22:28:15Z;4;No;fn3KWM1kuAw;True;0;0;0;0;0;0
@logan5girl405;2023-05-10T14:05:45Z;3;Your dance partner of the future;fn3KWM1kuAw;True;0;0;0;0;0;0
@aloishnilicka8995;2023-05-10T13:36:45Z;0;FUJ;fn3KWM1kuAw;True;0;0;0;0;0;0
@jessediego4096;2023-05-10T03:08:12Z;6;Anyone here from Venjent's Create Machines?;fn3KWM1kuAw;True;0;0;0;0;0;0
@Trashcan-Man;2023-05-09T01:18:32Z;14;Even robots can out dance me now.;fn3KWM1kuAw;True;0;0;0;0;0;0
@pchx8747;2023-05-08T22:28:31Z;3;Can't wait the party 😅;fn3KWM1kuAw;True;0;0;0;0;0;0
@JesusGarciaParrado;2023-05-08T21:51:02Z;2;🤖;fn3KWM1kuAw;True;0;0;0;0;0;0
@rbccstmrtn;2023-05-08T11:36:14Z;1;"How much longer before one of these can be tested for nursing and hospital level hands-on human ADL cares, please? 
I understand they are still quite dangerous…and maybe that’s an understatement.";fn3KWM1kuAw;True;0;0;0;0;0;0
@s.foostenveld29;2023-05-08T08:27:36Z;11;Now this is scary!;fn3KWM1kuAw;True;0;0;0;0;0;0
@be5ter;2023-05-08T08:13:22Z;2;somebody call Connors;fn3KWM1kuAw;True;0;0;0;0;0;0
@michaellohman2820;2023-05-07T04:30:27Z;11;i swear this looks like CGI. the movements look too human like and smooth and not jittery like i'd think a robot or machine would move. this is either scary good or cgi.;fn3KWM1kuAw;True;0;0;0;0;0;0
@marxtl3842;2023-05-06T19:13:51Z;1;Nice guys are definitely better than us.;fn3KWM1kuAw;True;0;0;0;0;0;0
@NCPlayTheGames;2023-05-06T17:21:01Z;4;No se ustedes, pero yo pagaría lo que sea para verlos bailar en vivo y en directo..;fn3KWM1kuAw;True;0;0;0;0;0;0
@Spekulatius1;2023-05-06T15:36:20Z;0;"Sollte so ein Roboter vielleicht auch wissen ob er ein Roboter oder ein PC ist ?

Und soll so ein Roboter dann auch den Menschen als Menschen oder als Menschliches Objekt vollständig und optisch auch erkennen ?";fn3KWM1kuAw;True;0;0;0;0;0;0
@DrakanShields;2023-05-05T22:52:29Z;6;Boston Dynamics, keep the good work;fn3KWM1kuAw;True;0;0;0;0;0;0
@Gavralini769;2023-05-04T18:49:19Z;6;я теперь не могу назвать себя танцующим как робот, потому что роботы танцуют лучше меня.;fn3KWM1kuAw;True;0;0;0;0;0;0
@besiktasli9222;2023-05-04T18:44:18Z;0;My house blender can do more much;fn3KWM1kuAw;True;0;0;0;0;0;0
@akin242002;2023-05-04T17:08:48Z;0;No more left Shark coordination issues.;fn3KWM1kuAw;True;0;0;0;0;0;0
@thethqoqx5438;2023-05-04T15:26:59Z;2;CGI or real humanity destroyers? Who think bare gib thoth?;fn3KWM1kuAw;True;0;0;0;0;0;0
@ScoutTF2;2023-05-04T15:23:59Z;1;que te dejen por no saber bailar es triste, pero dejar a alguien porque no sepa bailar, es aun mas triste;fn3KWM1kuAw;True;0;0;0;0;0;0
@alexp3752;2023-05-04T14:49:20Z;7;It is amazing how far this technology has evolved.  Keep in mind, the mass of the robot is several feet higher than its feet and it is a bipod, two legs. Consider the amount of gyroscope controls it would require just to keep the thing vertically erect let alone semi-autonomous movements that would shift its center of gravity.  Personally, I find this drive toward robots very unsettling, unnerving and disturbing.  I am not in favor or robots at all except in repetitive manufacturing tasks.;fn3KWM1kuAw;True;0;0;0;0;0;0
@Td_Flyy;2023-05-04T04:07:05Z;14;Honestly I understand why so many people think it's CGI. It looks so advanced that some people just can't accept it. But personally, and the many other people that agree with me, these robots ARE real. This billion dollar company isn't spending billions just to make some fancy CGI, it's all real.;fn3KWM1kuAw;True;0;0;0;0;0;0
@drewo.127;2023-05-04T01:55:15Z;2;"GO HANDLE GO!!!

BREAK IT DOWN NOW!!!
OWWWW!!!";fn3KWM1kuAw;True;0;0;0;0;0;0
@Robin35758;2023-05-03T22:37:21Z;3;A bit mechanical for my taste.;fn3KWM1kuAw;True;0;0;0;0;0;0
@GRAN_EME;2023-05-03T19:20:33Z;6;hey you nailed it, if theres so many ppl saying its fake then the movement is natural enought congrats!;fn3KWM1kuAw;True;0;0;0;0;0;0
@W.451;2023-05-03T01:30:39Z;17;The comment section needs a MAJOR IQ shift upward. SHEESH.;fn3KWM1kuAw;True;0;0;0;0;0;0
@mshoemaker11;2023-05-02T23:56:58Z;1;Fake as F@ck;fn3KWM1kuAw;True;0;0;0;0;0;0
@crackton19;2023-05-02T22:25:08Z;2;This vid is not funny, neither is BD;fn3KWM1kuAw;True;0;0;0;0;0;0
@TEC-G;2023-05-02T15:21:58Z;4;"Looks pretty fake to me. 
Don’t forget they lied about the moon landing too.";fn3KWM1kuAw;True;0;0;0;0;0;0
@telepheasa1;2023-05-02T08:49:16Z;1;Brilliant!  Love this … dose robots got soul!;fn3KWM1kuAw;True;0;0;0;0;0;0
@Wacofungus;2023-05-01T21:34:03Z;2;I forgot about this song until watching this. It’s a good jam.;fn3KWM1kuAw;True;0;0;0;0;0;0
@RachelPrior;2023-05-01T15:41:28Z;1;You bad, bad boys.;fn3KWM1kuAw;True;0;0;0;0;0;0
@ArnoPlayzRoblox;2023-04-30T12:53:16Z;6;Me after breaking up with my ex and getting a new girlfriend who dumped me and finding my 1st ex;fn3KWM1kuAw;True;0;0;0;0;0;0
@anthonysmies8570;2023-04-30T05:05:28Z;4;I just watched megan and I am terrified;fn3KWM1kuAw;True;0;0;0;0;0;0
@LordToxygene;2023-04-29T19:54:59Z;7;The robot doge did the best! Go robot doge...go!;fn3KWM1kuAw;True;0;0;0;0;0;0
@smittymcjob2582;2023-04-29T19:33:47Z;0;the reminds me of the jolly but macabre dancing on the cannibal Island before the cannibals ate the guests!;fn3KWM1kuAw;True;0;0;0;0;0;0
@smittymcjob2582;2023-04-29T19:32:35Z;5;Feels like CGI animation movies from the 90s!!!;fn3KWM1kuAw;True;0;0;0;0;0;0
@senfilatechnologies2938;2023-04-29T02:38:00Z;9;wish I can dance that well;fn3KWM1kuAw;True;0;0;0;0;0;0
@legionneji3981;2023-04-28T18:59:01Z;7;I want this dance on fortnite 😭😭;fn3KWM1kuAw;True;0;0;0;0;0;0
